Ticket ID,Ticket Subject,Ticket Status,Ticket Priority,Ticket Type
680,Display issue,closed,Critical,technical issue
681,Cancellation request,open,Low,billing inquiry
682,Product setup,open,Low,product inquiry
683,Cancellation request,open,Low,refund request
684,Product setup,closed,Critical,product inquiry
685,Data loss,closed,Critical,technical issue
686,Product compatibility,pending customer response,High,billing inquiry
687,Display issue,pending customer response,Medium,refund request
688,Payment issue,open,Medium,technical issue
689,Peripheral compatibility,closed,Medium,product inquiry
690,Hardware issue,pending customer response,Medium,product inquiry
691,Display issue,closed,Medium,billing inquiry
692,Software bug,closed,High,product inquiry
693,Hardware issue,pending customer response,Critical,cancellation request
694,Network problem,open,Medium,product inquiry
695,Payment issue,pending customer response,Medium,refund request
696,Hardware issue,open,Low,cancellation request
697,Product compatibility,pending customer response,High,cancellation request
698,Refund request,closed,Critical,billing inquiry
699,Delivery problem,pending customer response,Low,refund request
700,Peripheral compatibility,closed,Medium,cancellation request
701,Hardware issue,open,Critical,product inquiry
702,Delivery problem,closed,Critical,technical issue
703,Cancellation request,pending customer response,High,product inquiry
704,Refund request,closed,High,product inquiry
705,Hardware issue,closed,High,refund request
706,Payment issue,open,High,product inquiry
707,Payment issue,pending customer response,High,technical issue
708,Payment issue,closed,Critical,cancellation request
709,Peripheral compatibility,open,Low,product inquiry
710,Hardware issue,pending customer response,Critical,billing inquiry
711,Software bug,pending customer response,Critical,refund request
712,Delivery problem,closed,High,technical issue
713,Product recommendation,closed,High,product inquiry
714,Refund request,open,Low,billing inquiry
715,Data loss,closed,Critical,refund request
716,Software bug,open,High,refund request
717,Cancellation request,open,Critical,technical issue
718,Peripheral compatibility,closed,Low,technical issue
719,Cancellation request,open,Critical,product inquiry
720,Cancellation request,open,Critical,cancellation request
721,Installation support,closed,Critical,billing inquiry
722,Product setup,pending customer response,Low,billing inquiry
723,Battery life,closed,Medium,technical issue
724,Payment issue,open,Low,technical issue
725,Payment issue,open,Low,technical issue
726,Refund request,open,Low,refund request
727,Data loss,pending customer response,Medium,refund request
728,Delivery problem,open,Critical,cancellation request
729,Delivery problem,closed,High,cancellation request
730,Hardware issue,closed,Low,technical issue
731,Software bug,open,Low,product inquiry
732,Network problem,pending customer response,Low,cancellation request
733,Hardware issue,pending customer response,Critical,refund request
734,Peripheral compatibility,closed,Medium,cancellation request
735,Product recommendation,closed,Critical,technical issue
736,Hardware issue,closed,High,cancellation request
737,Network problem,open,High,billing inquiry
738,Display issue,pending customer response,Low,product inquiry
739,Battery life,open,High,technical issue
740,Product recommendation,pending customer response,Medium,billing inquiry
741,Peripheral compatibility,closed,Critical,technical issue
742,Account access,open,Critical,cancellation request
743,Delivery problem,open,Critical,technical issue
744,Refund request,closed,Critical,cancellation request
745,Installation support,pending customer response,Low,refund request
746,Account access,pending customer response,Medium,cancellation request
747,Peripheral compatibility,closed,High,technical issue
748,Product setup,pending customer response,Low,billing inquiry
749,Network problem,closed,Critical,technical issue
750,Product compatibility,open,Critical,cancellation request
751,Delivery problem,pending customer response,Critical,technical issue
752,Battery life,open,Medium,cancellation request
753,Product compatibility,closed,Critical,cancellation request
754,Payment issue,open,Low,billing inquiry
755,Payment issue,closed,Medium,product inquiry
756,Installation support,closed,High,refund request
757,Product recommendation,open,Low,refund request
758,Battery life,pending customer response,Medium,cancellation request
759,Delivery problem,open,Medium,product inquiry
760,Hardware issue,pending customer response,Low,refund request
761,Product setup,closed,Critical,technical issue
762,Hardware issue,pending customer response,High,refund request
763,Delivery problem,pending customer response,Medium,cancellation request
764,Cancellation request,closed,Medium,product inquiry
765,Product recommendation,closed,Medium,billing inquiry
766,Payment issue,closed,Critical,refund request
767,Data loss,open,Medium,product inquiry
768,Refund request,pending customer response,Low,cancellation request
769,Data loss,open,Medium,product inquiry
770,Hardware issue,closed,High,product inquiry
771,Account access,pending customer response,Low,technical issue
772,Delivery problem,pending customer response,Medium,billing inquiry
773,Account access,closed,Medium,cancellation request
774,Product recommendation,open,Low,technical issue
775,Product setup,open,Medium,billing inquiry
776,Installation support,open,Low,billing inquiry
777,Product compatibility,closed,Critical,cancellation request
778,Product compatibility,open,Medium,cancellation request
779,Installation support,open,Low,cancellation request
780,Hardware issue,open,Critical,billing inquiry
781,Display issue,closed,Low,refund request
782,Hardware issue,open,Medium,technical issue
783,Product recommendation,open,High,cancellation request
784,Network problem,pending customer response,Critical,refund request
785,Product compatibility,pending customer response,Low,technical issue
786,Account access,pending customer response,Critical,billing inquiry
787,Product recommendation,closed,Critical,refund request
788,Product compatibility,pending customer response,Critical,product inquiry
789,Product recommendation,open,Critical,product inquiry
790,Payment issue,open,Critical,billing inquiry
791,Product recommendation,closed,High,product inquiry
792,Software bug,closed,Critical,cancellation request
793,Product compatibility,pending customer response,Critical,technical issue
794,Peripheral compatibility,pending customer response,Critical,product inquiry
